Removed Member From Class: ClassName=U_PassiveFilter1 Member=C2
Removed Member From Class: ClassName=U_PassiveFilter5 Member=C9
Removed Member From Class: ClassName=U_PassiveFilter6 Member=C9
Removed Member From Class: ClassName=U_PassiveFilter8 Member=C9
Removed Member From Class: ClassName=VoltageReferenceGen Member=C9
Removed Member From Class: ClassName=U_PassiveFilter5 Member=C10
Removed Member From Class: ClassName=5V_LDO_Analog Member=C17
Removed Member From Class: ClassName=U_PassiveFilter6 Member=C18
Removed Member From Class: ClassName=RVPOVP Member=C20
Removed Member From Class: ClassName=VoltageReferenceGen Member=C25
Removed Member From Class: ClassName=MCUPedalbox Member=C29
Removed Member From Class: ClassName=U_PassiveFilter1 Member=C29
Removed Member From Class: ClassName=5V_LDO_Analog Member=C32
Removed Member From Class: ClassName=CAN_5V Member=C34
Removed Member From Class: ClassName=U_PassiveFilter4 Member=C34
Removed Member From Class: ClassName=Brake Pedal Check Member=R4
Removed Member From Class: ClassName=MCUPedalbox Member=R4
Removed Member From Class: ClassName=U_PassiveFilter1 Member=R4
Removed Member From Class: ClassName=Accel_DivergentSignalOffset Member=R7
Removed Member From Class: ClassName=Pedalbox Member=R7
Removed Member From Class: ClassName=U_PassiveFilter6 Member=R7
Removed Member From Class: ClassName=U_PassiveFilter7 Member=R7
Removed Member From Class: ClassName=U_PassiveFilter8 Member=R7
Removed Member From Class: ClassName=5V_LDO_Analog Member=R8
Removed Member From Class: ClassName=U_PassiveFilter3 Member=R15
Removed Member From Class: ClassName=U_PassiveFilter4 Member=R15
Removed Member From Class: ClassName=5V_LDO_Digital Member=R20
Removed Member From Class: ClassName=Pedalbox Member=R20
Removed Member From Class: ClassName=U_PassiveFilter8 Member=R20
Removed Member From Class: ClassName=VoltageReferenceGen Member=R20
Removed Member From Class: ClassName=Accel_DivergentSignalOffset Member=R22
Removed Member From Class: ClassName=CAN_5V Member=R29
Removed Member From Class: ClassName=MCUPedalbox Member=R29
Removed Member From Class: ClassName=Accel_DivergentSignalOffset Member=R39
Removed Member From Class: ClassName=Brake_DivergentSignalOffset Member=R40
Removed Member From Class: ClassName=VoltageReferenceGen Member=R42
Removed Member From Class: ClassName=BSPD Member=R43
Removed Member From Class: ClassName=VoltageReferenceGen Member=R54
Removed Member From Class: ClassName=BSPD Member=R62
Removed Member From Class: ClassName=U_PassiveFilter3 Member=R62
Removed Member From Class: ClassName=U_PassiveFilter4 Member=R62
Removed Member From Class: ClassName=U_PassiveFilter5 Member=R62
Removed Member From Class: ClassName=U_PassiveFilter6 Member=R62
Removed Member From Class: ClassName=VoltageReferenceGen Member=R62
Removed Member From Class: ClassName=Accel_DivergentSignalOffset Member=R65
Removed Member From Class: ClassName=BSPD Member=R65
Removed Member From Class: ClassName=5V_12V_Logic Member=R69
Removed Member From Class: ClassName=5V_LDO_Analog Member=TP1
Removed Member From Class: ClassName=PlausibilityTrigger Member=U3
Removed Member From Class: ClassName=BSPD Member=U6
Removed Member From Class: ClassName=5V_LDO_Analog Member=U11
Removed Member From Class: ClassName=Brake Pedal Check Member=U11
Removed Member From Class: ClassName=Current/Throttle Check Member=U12
Removed Member From Class: ClassName=Current/Throttle Check Member=U18
Removed Member From Class: ClassName=Brake Pedal Check Member=U21
Removed Member From Class: ClassName=BSPD Member=U21
Removed Member From Class: ClassName=CAN_5V Member=U21
Removed Member From Class: ClassName=PlausibilityTrigger Member=U21
Removed Member From Class: ClassName=MCUPedalbox Member=U22
Removed Member From Class: ClassName=PlausibilityTrigger Member=U22
Change Component Designator: OldDesignator=C1 NewDesignator=C5
Change Net Name : Old Net Name=NetR7_2 New Net Name=NetR9_2
Change Net Name : Old Net Name=NetR17_1 New Net Name=NetR24_U_PassiveFilter1_1
Change Net Name : Old Net Name=NetR23_1 New Net Name=NetR24_U_PassiveFilter4_1
Change Net Name : Old Net Name=NetR25_1 New Net Name=NetR24_U_PassiveFilter5_1
Change Net Name : Old Net Name=NetR27_1 New Net Name=NetR24_U_PassiveFilter6_1
Change Net Name : Old Net Name=NetU1_6 New Net Name=NetU2_6
Change Net Name : Old Net Name=NetU1_8 New Net Name=NetU2_8
Change Net Name : Old Net Name=NetU2_5 New Net Name=NetU3_5
Change Net Name : Old Net Name=NetU2_12 New Net Name=NetU3_12
Change Net Name : Old Net Name=NetU2_13 New Net Name=NetU3_13
Added Pin To Net: NetName=+5 Pin=R?-2
Added Pin To Net: NetName=+5 Pin=R?-2
Added Pin To Net: NetName=+5 Pin=R?-2
Added Net: Name=+5
Added Pin To Net: NetName=LED1 Pin=R?-2
Added Pin To Net: NetName=LED1 Pin=R?-2
Added Pin To Net: NetName=LED1 Pin=U6-36
Added Net: Name=LED1
Added Pin To Net: NetName=LED2 Pin=R?-2
Added Pin To Net: NetName=LED2 Pin=R?-2
Added Pin To Net: NetName=LED2 Pin=U6-35
Added Net: Name=LED2
Added Pin To Net: NetName=LED3 Pin=R?-2
Added Pin To Net: NetName=LED3 Pin=R?-2
Added Pin To Net: NetName=LED3 Pin=U6-30
Added Net: Name=LED3
Added Pin To Net: NetName=NetD?_1 Pin=D?-1
Added Pin To Net: NetName=NetD?_1 Pin=R?-1
Added Net: Name=NetD?_1
Added Pin To Net: NetName=NetD?_2 Pin=D?-2
Added Pin To Net: NetName=NetD?_2 Pin=M?-3
Added Net: Name=NetD?_2
Added Pin To Net: NetName=NetM?_1 Pin=M?-1
Added Pin To Net: NetName=NetM?_1 Pin=R?-1
Added Net: Name=NetM?_1
Change Class Name : Old Net Name=Room Definition 1 New Net Name=U_PassiveFilter2
Added Member To Class: ClassName=5V_LDO_Analog Member=Component C1_5V_LDO_Analog (C1) capacitor
Added Member To Class: ClassName=5V_LDO_Analog Member=Component C2_5V_LDO_Analog (C2) capacitor
Added Member To Class: ClassName=MCUPedalbox Member=Component C5 capacitor
Added Member To Class: ClassName=MCUPedalbox Member=Component C8 capacitor
Added Member To Class: ClassName=RVPOVP Member=Component C9 capacitor
Added Member To Class: ClassName=CAN_5V Member=Component C10 capacitor
Added Member To Class: ClassName=CAN_5V Member=Component C11 capacitor
Added Member To Class: ClassName=U_PassiveFilter1 Member=Component C12_U_PassiveFilter1 (C12) capacitor
Added Member To Class: ClassName=U_PassiveFilter4 Member=Component C12_U_PassiveFilter4 (C12) capacitor
Added Member To Class: ClassName=U_PassiveFilter5 Member=Component C12_U_PassiveFilter5 (C12) capacitor
Added Member To Class: ClassName=U_PassiveFilter6 Member=Component C12_U_PassiveFilter6 (C12) capacitor
Added Member To Class: ClassName=U_PassiveFilter8 Member=Component C12_U_PassiveFilter8 (C12) capacitor
Added Member To Class: ClassName=U_PassiveFilter1 Member=Component C13_U_PassiveFilter1 (C13) capacitor
Added Member To Class: ClassName=U_PassiveFilter5 Member=Component C13_U_PassiveFilter5 (C13) capacitor
Added Member To Class: ClassName=U_PassiveFilter6 Member=Component C13_U_PassiveFilter6 (C13) capacitor
Added Member To Class: ClassName=VoltageReferenceGen Member=Component C14 capacitor
Added Member To Class: ClassName=VoltageReferenceGen Member=Component C15 capacitor
Added Member To Class: ClassName=VoltageReferenceGen Member=Component C16 capacitor
Added Member To Class: ClassName=VoltageReferenceGen Member=Component C18 capacitor
Added Member To Class: ClassName=MCUPedalbox Member=Component D? LED
Added Member To Class: ClassName=MCUPedalbox Member=Component D? LED
Added Member To Class: ClassName=MCUPedalbox Member=Component D? LED
Added Member To Class: ClassName=MCUPedalbox Member=Component M? 
Added Member To Class: ClassName=MCUPedalbox Member=Component M? 
Added Member To Class: ClassName=MCUPedalbox Member=Component M? 
Added Member To Class: ClassName=5V_12V_Logic Member=Component R4 resistor
Added Member To Class: ClassName=5V_LDO_Analog Member=Component R8_5V_LDO_Analog (R8) resistor
Added Member To Class: ClassName=5V_LDO_Digital Member=Component R8_5V_LDO_Digital (R8) resistor
Added Member To Class: ClassName=BSPD Member=Component R9 resistor
Added Member To Class: ClassName=BSPD Member=Component R11 resistor
Added Member To Class: ClassName=BSPD Member=Component R12 resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R13 resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R14 resistor
Added Member To Class: ClassName=Pedalbox Member=Component R16 resistor
Added Member To Class: ClassName=Pedalbox Member=Component R17 resistor
Added Member To Class: ClassName=Brake Pedal Check Member=Component R20_Brake Pedal Check (R20) resistor
Added Member To Class: ClassName=CAN_5V Member=Component R21 resistor
Added Member To Class: ClassName=CAN_5V Member=Component R23 resistor
Added Member To Class: ClassName=U_PassiveFilter1 Member=Component R24_U_PassiveFilter1 (R24) resistor
Added Member To Class: ClassName=U_PassiveFilter3 Member=Component R24_U_PassiveFilter3 (R24) resistor
Added Member To Class: ClassName=U_PassiveFilter4 Member=Component R24_U_PassiveFilter4 (R24) resistor
Added Member To Class: ClassName=U_PassiveFilter6 Member=Component R24_U_PassiveFilter6 (R24) resistor
Added Member To Class: ClassName=U_PassiveFilter7 Member=Component R24_U_PassiveFilter7 (R24) resistor
Added Member To Class: ClassName=U_PassiveFilter8 Member=Component R24_U_PassiveFilter8 (R24) resistor
Added Member To Class: ClassName=U_PassiveFilter3 Member=Component R25_U_PassiveFilter3 (R25) resistor
Added Member To Class: ClassName=U_PassiveFilter4 Member=Component R25_U_PassiveFilter4 (R25) resistor
Added Member To Class: ClassName=U_PassiveFilter5 Member=Component R25_U_PassiveFilter5 (R25) resistor
Added Member To Class: ClassName=U_PassiveFilter6 Member=Component R25_U_PassiveFilter6 (R25) resistor
Added Member To Class: ClassName=U_PassiveFilter8 Member=Component R25_U_PassiveFilter8 (R25) resistor
Added Member To Class: ClassName=VoltageReferenceGen Member=Component R28 resistor
Added Member To Class: ClassName=VoltageReferenceGen Member=Component R29 resistor
Added Member To Class: ClassName=VoltageReferenceGen Member=Component R31 TC33X-2-103E
Added Member To Class: ClassName=VoltageReferenceGen Member=Component R36 resistor
Added Member To Class: ClassName=VoltageReferenceGen Member=Component R37 resistor
Added Member To Class: ClassName=VoltageReferenceGen Member=Component R40 resistor
Added Member To Class: ClassName=VoltageReferenceGen Member=Component R41 resistor
Added Member To Class: ClassName=Accel_DivergentSignalOffset Member=Component R42_Accel_DivergentSignalOffset (R42) resistor
Added Member To Class: ClassName=Accel_DivergentSignalOffset Member=Component R44_Accel_DivergentSignalOffset (R44) resistor
Added Member To Class: ClassName=Brake_DivergentSignalOffset Member=Component R44_Brake_DivergentSignalOffset (R44) resistor
Added Member To Class: ClassName=Brake_DivergentSignalOffset Member=Component R45_Brake_DivergentSignalOffset (R45) resistor
Added Member To Class: ClassName=Accel_DivergentSignalOffset Member=Component R46_Accel_DivergentSignalOffset (R46) resistor
Added Member To Class: ClassName=Accel_DivergentSignalOffset Member=Component R47_Accel_DivergentSignalOffset (R47) resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R? resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R? resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R? resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R? resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R? resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R? resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R? resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R? resistor
Added Member To Class: ClassName=MCUPedalbox Member=Component R? resistor
Added Member To Class: ClassName=CAN_5V Member=Component RCU-2 RCU-0C
Added Member To Class: ClassName=5V_LDO_Analog Member=Component TP1_5V_LDO_Analog (TP1) RCU-0C
Added Member To Class: ClassName=5V_LDO_Analog Member=Component U1_5V_LDO_Analog (U1) LDO-5Pin
Added Member To Class: ClassName=BSPD Member=Component U4 LT1018 Dual Comparator
Added Member To Class: ClassName=BSPD Member=Component U5 LT1018 Dual Comparator
Added Member To Class: ClassName=MCUPedalbox Member=Component U6 MKE18F512VLH16
Added Member To Class: ClassName=PlausibilityTrigger Member=Component U8 SN74LVC1G32 OR Gate
Added Member To Class: ClassName=PlausibilityTrigger Member=Component U10 LT1018 Dual Comparator
Added Member To Class: ClassName=PlausibilityTrigger Member=Component U11 SN74LVC1G32 OR Gate
Added Member To Class: ClassName=Current/Throttle Check Member=Component U14_Current/Throttle Check (U14A) LT1018 Dual Comparator
Added Member To Class: ClassName=Brake Pedal Check Member=Component U15_Brake Pedal Check (U15A) LT1018 Dual Comparator
Added Member To Class: ClassName=Current/Throttle Check Member=Component U15_Current/Throttle Check (U15A) LT1018 Dual Comparator
Added Member To Class: ClassName=Brake Pedal Check Member=Component U16_Brake Pedal Check (U16A) LT1018 Dual Comparator
Added Member To Class: ClassName=CAN_5V Member=Component U17 MCP2561 CAN Transceiver
Added Room: Name=RVPOVP
